-0.0793559697	-0.0868069142	 0.0226165962	 0.0006808819	 0.0713014606	 0.0114208747
-0.0793559697	-0.0868069142	 0.0226165962	 0.0006808819	 0.0713014606	 0.0114208747
-0.0793559697	-0.0868069142	 0.0226165962	 0.0006808819	 0.0713014606	 0.0114208747
-0.0793559697	-0.0868069142	 0.0226165962	 0.0006808819	 0.0713014606	 0.0114208747
-0.0793559697	-0.0868069142	 0.0226165962	 0.0006808819	 0.0713014606	 0.0114208747
-0.0793559697	-0.0868069142	 0.0226165962	 0.0006808819	 0.0713014606	 0.0114208747
-0.0793559697	-0.0868069142	 0.0226165962	 0.0006808819	 0.0713014606	 0.0114208747
-0.0793559697	-0.0868069142	 0.0226165962	 0.0006808819	 0.0713014606	 0.0114208747
-0.0793559697	-0.0868069142	 0.0226165962	 0.0006808819	 0.0713014606	 0.0114208747
-0.0793559697	-0.0868069142	 0.0226165962	 0.0006808819	 0.0713014606	 0.0114208747
-0.0793559697	-0.0868069142	 0.0226165962	 0.0006808819	 0.0713014606	 0.0114208747
-0.0793559697	-0.0868069142	 0.0226165962	 0.0006808819	 0.0713014606	 0.0114208747
-0.0793559697	-0.0868069142	 0.0226165962	 0.0006808819	 0.0713014606	 0.0114208747
-0.0793559697	-0.0868069142	 0.0226165962	 0.0006808819	 0.0713014606	 0.0114208747
-0.0793559697	-0.0868069142	 0.0226165962	 0.0006808819	 0.0713014606	 0.0114208747
-0.0254965298	-0.0202325099	 0.0805194080	-0.1013392806	-0.0800010476	 0.1291749578
-0.0254965298	-0.0202325099	 0.0805194080	-0.1013392806	-0.0800010476	 0.1291749578
-0.0254965298	-0.0202325099	 0.0805194080	-0.1013392806	-0.0800010476	 0.1291749578
-0.0254965298	-0.0202325099	 0.0805194080	-0.1013392806	-0.0800010476	 0.1291749578
-0.0254965298	-0.0202325099	 0.0805194080	-0.1013392806	-0.0800010476	 0.1291749578
 0.0240639551	-0.0093391474	-0.0423330265	-0.1238478492	-0.1349670712	-0.1309610973
 0.0240639551	-0.0093391474	-0.0423330265	-0.1238478492	-0.1349670712	-0.1309610973
 0.0240639551	-0.0093391474	-0.0423330265	-0.1238478492	-0.1349670712	-0.1309610973
 0.0240639551	-0.0093391474	-0.0423330265	-0.1238478492	-0.1349670712	-0.1309610973
 0.0240639551	-0.0093391474	-0.0423330265	-0.1238478492	-0.1349670712	-0.1309610973
 0.0783899204	 0.0822602762	-0.0557637023	-0.0194219698	-0.0009671667	-0.0048602900
 0.0783899204	 0.0822602762	-0.0557637023	-0.0194219698	-0.0009671667	-0.0048602900
 0.0783899204	 0.0822602762	-0.0557637023	-0.0194219698	-0.0009671667	-0.0048602900
 0.0783899204	 0.0822602762	-0.0557637023	-0.0194219698	-0.0009671667	-0.0048602900
 0.0783899204	 0.0822602762	-0.0557637023	-0.0194219698	-0.0009671667	-0.0048602900
 0.0721655186	 0.0040987564	-0.0902824768	 0.0790907132	-0.0061516474	 0.0189934607
 0.0721655186	 0.0040987564	-0.0902824768	 0.0790907132	-0.0061516474	 0.0189934607
 0.0721655186	 0.0040987564	-0.0902824768	 0.0790907132	-0.0061516474	 0.0189934607
 0.0721655186	 0.0040987564	-0.0902824768	 0.0790907132	-0.0061516474	 0.0189934607
 0.0721655186	 0.0040987564	-0.0902824768	 0.0790907132	-0.0061516474	 0.0189934607
 0.0721655186	 0.0040987564	-0.0902824768	 0.0790907132	-0.0061516474	 0.0189934607
 0.0721655186	 0.0040987564	-0.0902824768	 0.0790907132	-0.0061516474	 0.0189934607
 0.0721655186	 0.0040987564	-0.0902824768	 0.0790907132	-0.0061516474	 0.0189934607
 0.0721655186	 0.0040987564	-0.0902824768	 0.0790907132	-0.0061516474	 0.0189934607
 0.0721655186	 0.0040987564	-0.0902824768	 0.0790907132	-0.0061516474	 0.0189934607
-0.0729619952	-0.0028403317	 0.0328868104	 0.1015328485	 0.0529265864	-0.0138821764
-0.0729619952	-0.0028403317	 0.0328868104	 0.1015328485	 0.0529265864	-0.0138821764
-0.0729619952	-0.0028403317	 0.0328868104	 0.1015328485	 0.0529265864	-0.0138821764
-0.0729619952	-0.0028403317	 0.0328868104	 0.1015328485	 0.0529265864	-0.0138821764
-0.0729619952	-0.0028403317	 0.0328868104	 0.1015328485	 0.0529265864	-0.0138821764
-0.0667375934	 0.0753211881	 0.0674055849	 0.0030201655	 0.0581110672	-0.0377359271
-0.0667375934	 0.0753211881	 0.0674055849	 0.0030201655	 0.0581110672	-0.0377359271
-0.0667375934	 0.0753211881	 0.0674055849	 0.0030201655	 0.0581110672	-0.0377359271
-0.0667375934	 0.0753211881	 0.0674055849	 0.0030201655	 0.0581110672	-0.0377359271
-0.0667375934	 0.0753211881	 0.0674055849	 0.0030201655	 0.0581110672	-0.0377359271
-0.0667375934	 0.0753211881	 0.0674055849	 0.0030201655	 0.0581110672	-0.0377359271
-0.0667375934	 0.0753211881	 0.0674055849	 0.0030201655	 0.0581110672	-0.0377359271
-0.0667375934	 0.0753211881	 0.0674055849	 0.0030201655	 0.0581110672	-0.0377359271
-0.0667375934	 0.0753211881	 0.0674055849	 0.0030201655	 0.0581110672	-0.0377359271
-0.0667375934	 0.0753211881	 0.0674055849	 0.0030201655	 0.0581110672	-0.0377359271
-0.0191025553	 0.0637340726	 0.0907896222	-0.0004873139	-0.0983759218	 0.1038719067
-0.0191025553	 0.0637340726	 0.0907896222	-0.0004873139	-0.0983759218	 0.1038719067
-0.0191025553	 0.0637340726	 0.0907896222	-0.0004873139	-0.0983759218	 0.1038719067
-0.0191025553	 0.0637340726	 0.0907896222	-0.0004873139	-0.0983759218	 0.1038719067
-0.0191025553	 0.0637340726	 0.0907896222	-0.0004873139	-0.0983759218	 0.1038719067
 0.0176873037	-0.1153574867	 0.0411332304	-0.0031185172	-0.0804897898	-0.1064737671
 0.0176873037	-0.1153574867	 0.0411332304	-0.0031185172	-0.0804897898	-0.1064737671
 0.0176873037	-0.1153574867	 0.0411332304	-0.0031185172	-0.0804897898	-0.1064737671
 0.0176873037	-0.1153574867	 0.0411332304	-0.0031185172	-0.0804897898	-0.1064737671
 0.0176873037	-0.1153574867	 0.0411332304	-0.0031185172	-0.0804897898	-0.1064737671
 0.0657715441	-0.0798678261	-0.1005526910	-0.0217612534	 0.0122232267	 0.0442965118
 0.0657715441	-0.0798678261	-0.1005526910	-0.0217612534	 0.0122232267	 0.0442965118
 0.0657715441	-0.0798678261	-0.1005526910	-0.0217612534	 0.0122232267	 0.0442965118
 0.0657715441	-0.0798678261	-0.1005526910	-0.0217612534	 0.0122232267	 0.0442965118
 0.0657715441	-0.0798678261	-0.1005526910	-0.0217612534	 0.0122232267	 0.0442965118
 0.0657715441	-0.0798678261	-0.1005526910	-0.0217612534	 0.0122232267	 0.0442965118
 0.0657715441	-0.0798678261	-0.1005526910	-0.0217612534	 0.0122232267	 0.0442965118
 0.0657715441	-0.0798678261	-0.1005526910	-0.0217612534	 0.0122232267	 0.0442965118
 0.0657715441	-0.0798678261	-0.1005526910	-0.0217612534	 0.0122232267	 0.0442965118
 0.0657715441	-0.0798678261	-0.1005526910	-0.0217612534	 0.0122232267	 0.0442965118
 0.0719959458	-0.0017063064	-0.0660339165	-0.1202739364	 0.0174077075	 0.0204427612
 0.0719959458	-0.0017063064	-0.0660339165	-0.1202739364	 0.0174077075	 0.0204427612
 0.0719959458	-0.0017063064	-0.0660339165	-0.1202739364	 0.0174077075	 0.0204427612
 0.0719959458	-0.0017063064	-0.0660339165	-0.1202739364	 0.0174077075	 0.0204427612
 0.0719959458	-0.0017063064	-0.0660339165	-0.1202739364	 0.0174077075	 0.0204427612
-0.0729793184	 0.0192114251	-0.0608496608	-0.1200484501	 0.0168241792	-0.0130664554
-0.0729793184	 0.0192114251	-0.0608496608	-0.1200484501	 0.0168241792	-0.0130664554
-0.0729793184	 0.0192114251	-0.0608496608	-0.1200484501	 0.0168241792	-0.0130664554
-0.0729793184	 0.0192114251	-0.0608496608	-0.1200484501	 0.0168241792	-0.0130664554
-0.0729793184	 0.0192114251	-0.0608496608	-0.1200484501	 0.0168241792	-0.0130664554
-0.0667375934	 0.0753211881	 0.0674055849	 0.0030201655	 0.0581110672	-0.0377359271
-0.0667375934	 0.0753211881	 0.0674055849	 0.0030201655	 0.0581110672	-0.0377359271
